id,severity_type,fault_severity,location
15285,severity_type 2,,location 206
3086,severity_type 2,,location 206
2748,severity_type 1,1.0,location 206
13623,severity_type 1,0.0,location 206
16022,severity_type 1,,location 206
14172,severity_type 2,,location 206
16513,severity_type 2,,location 206
2995,severity_type 2,,location 206
7945,severity_type 4,,location 206
16556,severity_type 1,1.0,location 206
15103,severity_type 2,0.0,location 206
6893,severity_type 4,0.0,location 206
7343,severity_type 2,,location 206
5125,severity_type 2,,location 206
10677,severity_type 2,,location 206
126,severity_type 2,,location 206
9106,severity_type 1,,location 206
15502,severity_type 2,,location 207
3237,severity_type 2,0.0,location 208
6795,severity_type 1,,location 208
9029,severity_type 2,,location 208
456,severity_type 4,,location 208
1934,severity_type 2,,location 208
5262,severity_type 2,,location 208
15769,severity_type 4,,location 208
7277,severity_type 4,,location 208
18402,severity_type 1,,location 208
10528,severity_type 1,0.0,location 208
6191,severity_type 2,,location 208
7602,severity_type 2,1.0,location 208
7935,severity_type 1,,location 208
3561,severity_type 2,1.0,location 208
1572,severity_type 2,0.0,location 208
17537,severity_type 4,0.0,location 208
6579,severity_type 1,,location 208
14803,severity_type 2,0.0,location 208
5774,severity_type 4,0.0,location 208
15429,severity_type 2,,location 208
3764,severity_type 2,,location 208
7879,severity_type 2,,location 208
3729,severity_type 1,1.0,location 208
12162,severity_type 1,,location 208
10438,severity_type 1,1.0,location 208
18453,severity_type 1,,location 209
11099,severity_type 2,,location 21
6019,severity_type 1,1.0,location 21
15757,severity_type 1,,location 210
4040,severity_type 2,,location 210
1935,severity_type 2,,location 210
7219,severity_type 2,,location 210
8125,severity_type 2,,location 210
14339,severity_type 1,,location 210
17524,severity_type 2,0.0,location 210
17622,severity_type 2,,location 210
7454,severity_type 2,0.0,location 210
2112,severity_type 4,,location 210
14714,severity_type 2,0.0,location 210
10199,severity_type 1,0.0,location 211
2039,severity_type 2,,location 211
10731,severity_type 4,,location 211
10074,severity_type 1,1.0,location 211
4790,severity_type 2,,location 211
7481,severity_type 1,,location 211
7631,severity_type 2,,location 211
15309,severity_type 1,1.0,location 211
10911,severity_type 4,0.0,location 211
12995,severity_type 2,,location 211
7958,severity_type 2,,location 212
16236,severity_type 1,,location 213
15799,severity_type 1,,location 213
7191,severity_type 2,,location 213
9073,severity_type 4,0.0,location 213
6557,severity_type 1,,location 213
9266,severity_type 1,,location 213
9213,severity_type 2,1.0,location 213
1402,severity_type 2,0.0,location 214
3231,severity_type 1,,location 215
2872,severity_type 1,,location 215
9810,severity_type 1,,location 215
2805,severity_type 1,,location 215
1987,severity_type 2,,location 215
4946,severity_type 1,1.0,location 215
12721,severity_type 1,,location 216
9295,severity_type 1,,location 216
12369,severity_type 1,,location 217
5330,severity_type 2,,location 217
11811,severity_type 1,,location 217
16773,severity_type 2,,location 217
12045,severity_type 1,,location 217
7303,severity_type 2,,location 217
5826,severity_type 1,,location 217
15391,severity_type 1,,location 218
5817,severity_type 2,,location 218
12596,severity_type 4,0.0,location 218
11732,severity_type 2,1.0,location 218
16318,severity_type 2,,location 218
11396,severity_type 2,1.0,location 218
14515,severity_type 1,,location 219
12860,severity_type 1,1.0,location 22
1482,severity_type 1,0.0,location 22
7184,severity_type 1,,location 22
15532,severity_type 2,1.0,location 220
5415,severity_type 1,,location 220
6017,severity_type 2,,location 220
8214,severity_type 1,1.0,location 221
832,severity_type 2,,location 221
4781,severity_type 4,0.0,location 221
9419,severity_type 1,,location 222
7283,severity_type 2,0.0,location 222
11516,severity_type 1,,location 222
15416,severity_type 1,0.0,location 223
16983,severity_type 2,,location 223
15806,severity_type 2,1.0,location 223
3781,severity_type 2,1.0,location 223
2733,severity_type 4,,location 223
1273,severity_type 1,,location 224
15365,severity_type 2,0.0,location 224
16861,severity_type 4,,location 224
1628,severity_type 2,1.0,location 224
15754,severity_type 2,0.0,location 225
12794,severity_type 1,,location 226
16223,severity_type 2,0.0,location 226
6293,severity_type 1,0.0,location 226
9006,severity_type 2,1.0,location 226
13681,severity_type 2,1.0,location 226
10040,severity_type 2,1.0,location 226
14744,severity_type 2,1.0,location 226
4352,severity_type 1,0.0,location 226
16819,severity_type 4,0.0,location 226
1614,severity_type 2,1.0,location 226
17398,severity_type 2,,location 226
8084,severity_type 2,,location 227
9933,severity_type 1,,location 228
11002,severity_type 2,,location 228
8968,severity_type 2,0.0,location 228
10063,severity_type 2,,location 228
17423,severity_type 2,0.0,location 228
16667,severity_type 2,0.0,location 228
10088,severity_type 2,1.0,location 228
17892,severity_type 2,1.0,location 228
18396,severity_type 2,,location 228
3605,severity_type 2,,location 228
13981,severity_type 4,0.0,location 228
780,severity_type 2,1.0,location 228
2915,severity_type 4,0.0,location 228
13357,severity_type 2,,location 228
5666,severity_type 2,0.0,location 228
7118,severity_type 2,1.0,location 228
7530,severity_type 2,,location 228
14126,severity_type 1,,location 229
14919,severity_type 2,,location 229
10550,severity_type 1,,location 229
13064,severity_type 1,,location 229
5346,severity_type 2,0.0,location 229
11469,severity_type 1,0.0,location 229
1270,severity_type 2,,location 229
18463,severity_type 1,1.0,location 229
8217,severity_type 4,,location 229
15557,severity_type 2,,location 229
433,severity_type 1,,location 229
9336,severity_type 4,,location 229
11200,severity_type 1,1.0,location 229
8794,severity_type 4,0.0,location 229
1610,severity_type 4,,location 229
10078,severity_type 2,,location 229
10427,severity_type 1,1.0,location 229
15677,severity_type 1,0.0,location 229
13912,severity_type 1,1.0,location 23
8435,severity_type 1,,location 23
5475,severity_type 1,,location 23
5915,severity_type 2,,location 23
13256,severity_type 1,,location 23
9989,severity_type 1,,location 23
8845,severity_type 2,,location 23
8881,severity_type 1,,location 230
7102,severity_type 2,,location 230
4377,severity_type 4,0.0,location 230
10444,severity_type 2,0.0,location 230
14922,severity_type 1,0.0,location 230
16966,severity_type 2,0.0,location 230
14097,severity_type 4,,location 230
17211,severity_type 2,0.0,location 231
16108,severity_type 1,,location 231
5164,severity_type 1,,location 232
408,severity_type 1,0.0,location 232
255,severity_type 1,,location 232
14720,severity_type 4,,location 232
936,severity_type 4,,location 232
14904,severity_type 4,,location 232
17310,severity_type 4,0.0,location 232
362,severity_type 2,,location 233
1159,severity_type 2,0.0,location 234
6371,severity_type 2,,location 234
8187,severity_type 1,,location 234
1466,severity_type 2,,location 234
9862,severity_type 2,1.0,location 234
5584,severity_type 2,,location 234
11098,severity_type 4,,location 234
10629,severity_type 1,1.0,location 234
15318,severity_type 1,,location 234
2105,severity_type 2,0.0,location 234
7275,severity_type 1,,location 234
17339,severity_type 1,1.0,location 234
14211,severity_type 2,,location 235
3820,severity_type 2,0.0,location 235
16006,severity_type 1,,location 236
9652,severity_type 2,,location 236
14937,severity_type 1,,location 236
317,severity_type 1,0.0,location 236
10263,severity_type 2,1.0,location 236
7436,severity_type 2,,location 236
5516,severity_type 1,,location 236
13996,severity_type 1,1.0,location 236
11202,severity_type 4,,location 236
16615,severity_type 2,1.0,location 236
1446,severity_type 2,0.0,location 236
4436,severity_type 2,,location 236
10431,severity_type 2,,location 236
5121,severity_type 1,0.0,location 236
10617,severity_type 1,0.0,location 236
15278,severity_type 1,,location 237
15939,severity_type 2,0.0,location 237
514,severity_type 2,,location 238
121,severity_type 1,,location 238
1037,severity_type 2,,location 238
5604,severity_type 2,,location 238
12680,severity_type 2,,location 238
4420,severity_type 1,,location 238
8475,severity_type 2,1.0,location 238
4065,severity_type 1,0.0,location 238
8914,severity_type 1,,location 238
12952,severity_type 2,,location 238
26,severity_type 4,0.0,location 238
5518,severity_type 1,,location 238
3197,severity_type 1,,location 239
11544,severity_type 2,,location 239
17733,severity_type 1,1.0,location 239
14350,severity_type 1,0.0,location 239
5829,severity_type 2,,location 239
18048,severity_type 1,1.0,location 239
9740,severity_type 4,0.0,location 239
6291,severity_type 2,,location 239
17851,severity_type 2,,location 239
3665,severity_type 2,,location 239
7228,severity_type 4,,location 239
1767,severity_type 2,0.0,location 239
16392,severity_type 2,0.0,location 239
6791,severity_type 2,,location 239
10943,severity_type 1,,location 24
5473,severity_type 1,0.0,location 240
14509,severity_type 2,,location 240
12203,severity_type 2,,location 240
18365,severity_type 2,0.0,location 240
12914,severity_type 2,,location 240
1027,severity_type 2,,location 240
10693,severity_type 2,0.0,location 240
4336,severity_type 2,,location 240
3058,severity_type 2,0.0,location 240
422,severity_type 2,,location 240
7923,severity_type 2,,location 240
12206,severity_type 2,,location 240
3777,severity_type 2,,location 240
12211,severity_type 2,,location 240
18377,severity_type 2,1.0,location 240
7899,severity_type 2,,location 240
11970,severity_type 2,,location 240
1829,severity_type 4,0.0,location 240
16642,severity_type 1,,location 240
15583,severity_type 4,,location 240
8539,severity_type 2,,location 240
2016,severity_type 4,,location 240
12658,severity_type 2,,location 240
2528,severity_type 2,,location 240
9809,severity_type 4,,location 240
155,severity_type 4,,location 240
2555,severity_type 2,,location 240
7386,severity_type 2,,location 240
17462,severity_type 2,,location 240
4380,severity_type 2,,location 240
14519,severity_type 2,,location 240
9021,severity_type 2,0.0,location 240
1797,severity_type 2,,location 240
2192,severity_type 2,0.0,location 240
3411,severity_type 2,,location 240
15560,severity_type 2,,location 240
12477,severity_type 2,,location 240
11882,severity_type 2,0.0,location 240
12316,severity_type 2,0.0,location 240
7042,severity_type 2,1.0,location 240
12663,severity_type 2,1.0,location 240
7462,severity_type 2,,location 240
3725,severity_type 2,,location 240
9506,severity_type 2,0.0,location 240
6847,severity_type 2,1.0,location 240
10203,severity_type 2,0.0,location 241
1118,severity_type 2,0.0,location 241
3488,severity_type 2,,location 242
450,severity_type 2,0.0,location 242
9497,severity_type 2,0.0,location 242
10085,severity_type 2,0.0,location 242
12321,severity_type 2,0.0,location 242
15307,severity_type 2,0.0,location 242
16891,severity_type 2,0.0,location 242
4145,severity_type 1,,location 242
17292,severity_type 2,,location 242
16688,severity_type 2,,location 242
3036,severity_type 2,,location 242
8576,severity_type 2,,location 242
4125,severity_type 2,0.0,location 242
16821,severity_type 2,0.0,location 242
2128,severity_type 2,,location 242
15705,severity_type 2,0.0,location 242
5842,severity_type 2,,location 242
18027,severity_type 2,0.0,location 242
15758,severity_type 2,,location 242
17171,severity_type 2,0.0,location 242
15205,severity_type 2,,location 242
9526,severity_type 2,,location 242
14436,severity_type 2,,location 242
15600,severity_type 2,,location 242
277,severity_type 2,,location 242
6038,severity_type 2,0.0,location 242
10399,severity_type 2,,location 242
4667,severity_type 2,,location 242
5234,severity_type 2,,location 242
7262,severity_type 2,0.0,location 242
15885,severity_type 2,,location 242
10301,severity_type 2,,location 242
15282,severity_type 2,,location 242
13201,severity_type 2,0.0,location 242
18209,severity_type 2,0.0,location 242
3746,severity_type 2,,location 242
10126,severity_type 2,0.0,location 242
10097,severity_type 2,,location 242
15390,severity_type 2,0.0,location 242
14947,severity_type 2,0.0,location 242
8133,severity_type 2,0.0,location 242
16014,severity_type 2,0.0,location 242
18121,severity_type 2,,location 242
13943,severity_type 2,,location 242
11821,severity_type 2,,location 242
1867,severity_type 2,0.0,location 242
3498,severity_type 2,,location 242
12838,severity_type 2,,location 242
3798,severity_type 2,0.0,location 242
5201,severity_type 2,0.0,location 242
16952,severity_type 2,0.0,location 242
9165,severity_type 2,,location 242
16412,severity_type 2,0.0,location 242
15783,severity_type 2,,location 242
4751,severity_type 2,0.0,location 242
6309,severity_type 2,,location 242
18145,severity_type 2,,location 242
14529,severity_type 2,0.0,location 242
8593,severity_type 2,0.0,location 242
6812,severity_type 2,0.0,location 242
1205,severity_type 2,0.0,location 242
16591,severity_type 2,,location 242
4542,severity_type 2,0.0,location 242
7147,severity_type 2,0.0,location 242
15972,severity_type 2,0.0,location 242
1422,severity_type 2,,location 242
12424,severity_type 2,,location 242
17638,severity_type 2,0.0,location 242
13377,severity_type 2,0.0,location 242
16634,severity_type 2,,location 242
292,severity_type 2,0.0,location 242
9393,severity_type 2,0.0,location 242
9118,severity_type 2,,location 242
3636,severity_type 2,0.0,location 242
4193,severity_type 2,,location 242
12252,severity_type 2,0.0,location 242
2789,severity_type 2,,location 242
14802,severity_type 2,,location 242
1449,severity_type 1,0.0,location 242
13367,severity_type 2,,location 242
17574,severity_type 1,,location 242
13575,severity_type 2,,location 242
6115,severity_type 1,0.0,location 242
17618,severity_type 2,,location 242
6401,severity_type 2,,location 242
5312,severity_type 2,0.0,location 242
8020,severity_type 2,,location 242
15519,severity_type 2,,location 242
3400,severity_type 2,,location 242
17844,severity_type 2,0.0,location 242
6987,severity_type 2,,location 242
9285,severity_type 2,,location 242
11955,severity_type 2,0.0,location 242
18418,severity_type 2,,location 242
16953,severity_type 2,0.0,location 242
5174,severity_type 2,,location 242
13013,severity_type 2,0.0,location 242
13407,severity_type 2,,location 242
17469,severity_type 2,,location 242
53,severity_type 1,0.0,location 242
14870,severity_type 2,0.0,location 242
17083,severity_type 2,,location 242
15747,severity_type 2,,location 242
5745,severity_type 2,0.0,location 242
11568,severity_type 2,,location 242
16827,severity_type 2,,location 242
12018,severity_type 2,0.0,location 242
8541,severity_type 2,0.0,location 242
9842,severity_type 2,,location 242
10544,severity_type 2,0.0,location 242
14396,severity_type 2,0.0,location 242
5380,severity_type 2,,location 242
9458,severity_type 2,0.0,location 242
2873,severity_type 2,,location 242
15320,severity_type 2,0.0,location 242
5236,severity_type 2,,location 242
3460,severity_type 2,0.0,location 242
17789,severity_type 4,,location 242
2466,severity_type 4,0.0,location 242
6889,severity_type 2,0.0,location 242
13048,severity_type 2,,location 242
8099,severity_type 4,0.0,location 242
7381,severity_type 2,,location 242
7376,severity_type 2,,location 242
7934,severity_type 2,,location 242
12979,severity_type 2,,location 242
7695,severity_type 2,,location 242
8810,severity_type 2,1.0,location 242
3114,severity_type 2,,location 242
14678,severity_type 2,,location 243
15582,severity_type 2,,location 243
17417,severity_type 2,0.0,location 243
8,severity_type 2,0.0,location 243
8606,severity_type 2,0.0,location 243
3645,severity_type 2,0.0,location 243
14863,severity_type 2,0.0,location 243
12069,severity_type 2,0.0,location 243
3892,severity_type 2,,location 243
6281,severity_type 2,,location 243
11920,severity_type 2,,location 243
8728,severity_type 2,0.0,location 243
2727,severity_type 2,0.0,location 244
6913,severity_type 2,,location 244
9572,severity_type 2,,location 244
662,severity_type 2,0.0,location 244
14927,severity_type 2,,location 244
1690,severity_type 1,,location 244
9725,severity_type 2,0.0,location 244
9325,severity_type 2,,location 244
17223,severity_type 2,,location 244
10188,severity_type 2,,location 244
9605,severity_type 2,0.0,location 244
12317,severity_type 2,0.0,location 244
13731,severity_type 1,,location 244
4463,severity_type 2,,location 244
13542,severity_type 1,,location 244
10236,severity_type 2,,location 244
16313,severity_type 2,0.0,location 244
14444,severity_type 2,,location 244
7307,severity_type 2,,location 244
5805,severity_type 2,,location 244
7437,severity_type 2,,location 244
1979,severity_type 2,0.0,location 244
8866,severity_type 2,,location 244
14945,severity_type 2,,location 244
2634,severity_type 2,,location 244
2766,severity_type 2,,location 244
9212,severity_type 2,,location 244
5385,severity_type 2,0.0,location 244
5555,severity_type 2,,location 244
1414,severity_type 2,,location 244
8900,severity_type 2,,location 244
17271,severity_type 2,,location 244
4116,severity_type 2,0.0,location 244
8393,severity_type 2,,location 244
18300,severity_type 2,0.0,location 244
9447,severity_type 2,,location 244
11418,severity_type 2,0.0,location 244
8305,severity_type 2,,location 244
274,severity_type 2,0.0,location 244
4393,severity_type 2,,location 244
16897,severity_type 2,0.0,location 244
8710,severity_type 2,,location 244
1021,severity_type 2,,location 244
16871,severity_type 2,,location 244
6280,severity_type 2,0.0,location 244
16397,severity_type 2,,location 244
8549,severity_type 2,,location 244
11777,severity_type 2,0.0,location 244
3720,severity_type 2,0.0,location 244
3101,severity_type 2,0.0,location 244
7694,severity_type 2,,location 244
10194,severity_type 2,,location 244
11507,severity_type 2,,location 244
10414,severity_type 2,,location 244
5152,severity_type 2,0.0,location 244
14083,severity_type 2,,location 244
15167,severity_type 2,0.0,location 244
1003,severity_type 2,0.0,location 244
11695,severity_type 2,1.0,location 244
15186,severity_type 2,,location 244
13738,severity_type 2,,location 244
10853,severity_type 2,,location 244
4736,severity_type 2,0.0,location 244
12412,severity_type 2,0.0,location 244
5664,severity_type 2,,location 244
10847,severity_type 2,0.0,location 244
5467,severity_type 2,,location 244
1115,severity_type 2,0.0,location 244
3653,severity_type 2,0.0,location 244
13735,severity_type 2,,location 244
2775,severity_type 2,,location 244
16592,severity_type 2,,location 244
10737,severity_type 2,0.0,location 244
14756,severity_type 2,,location 244
786,severity_type 2,,location 244
17570,severity_type 2,,location 244
2259,severity_type 2,0.0,location 244
4456,severity_type 2,,location 244
11823,severity_type 2,0.0,location 244
2469,severity_type 2,,location 244
13259,severity_type 2,0.0,location 244
1564,severity_type 2,,location 244
14268,severity_type 2,,location 244
10620,severity_type 2,0.0,location 244
3463,severity_type 2,,location 244
15379,severity_type 2,,location 244
9273,severity_type 2,0.0,location 244
16485,severity_type 2,0.0,location 244
8256,severity_type 2,,location 244
5031,severity_type 2,,location 244
15042,severity_type 2,,location 244
3126,severity_type 2,,location 244
15051,severity_type 2,,location 244
7915,severity_type 2,0.0,location 244
6432,severity_type 2,,location 244
11665,severity_type 2,,location 244
2596,severity_type 2,0.0,location 244
8437,severity_type 2,,location 244
16730,severity_type 2,,location 244
1239,severity_type 2,0.0,location 244
11888,severity_type 2,,location 244
17076,severity_type 2,,location 244
9934,severity_type 2,,location 244
4921,severity_type 2,0.0,location 244
16840,severity_type 2,0.0,location 244
12350,severity_type 2,,location 244
15856,severity_type 2,,location 244
8904,severity_type 2,0.0,location 244
3542,severity_type 2,,location 244
12911,severity_type 2,0.0,location 244
405,severity_type 2,,location 244
13566,severity_type 2,,location 244
5795,severity_type 2,0.0,location 244
10967,severity_type 2,,location 244
14480,severity_type 2,,location 244
236,severity_type 2,,location 244
9027,severity_type 2,,location 244
11906,severity_type 2,,location 244
6097,severity_type 2,,location 244
12558,severity_type 2,,location 244
14173,severity_type 4,,location 244
5293,severity_type 2,,location 245
10746,severity_type 2,0.0,location 245
4864,severity_type 2,0.0,location 245
9346,severity_type 2,0.0,location 245
5620,severity_type 2,,location 245
8502,severity_type 2,0.0,location 245
16383,severity_type 2,,location 245
2969,severity_type 2,,location 245
4498,severity_type 2,,location 245
9830,severity_type 2,,location 245
1584,severity_type 1,,location 246
4523,severity_type 2,0.0,location 246
9861,severity_type 4,,location 246
1700,severity_type 2,,location 246
2988,severity_type 1,,location 246
12033,severity_type 2,,location 246
1090,severity_type 2,1.0,location 246
9595,severity_type 4,,location 246
1266,severity_type 2,1.0,location 246
14250,severity_type 2,,location 246
16936,severity_type 2,,location 246
12897,severity_type 2,0.0,location 246
6751,severity_type 2,0.0,location 247
12476,severity_type 1,0.0,location 248
7661,severity_type 2,,location 248
10616,severity_type 2,,location 248
16180,severity_type 2,0.0,location 248
18134,severity_type 1,0.0,location 248
6504,severity_type 2,1.0,location 248
16172,severity_type 1,,location 248
2203,severity_type 2,,location 248
3317,severity_type 2,,location 248
1959,severity_type 4,0.0,location 248
14290,severity_type 1,0.0,location 249
15374,severity_type 2,,location 249
2675,severity_type 2,1.0,location 249
16207,severity_type 1,1.0,location 249
6871,severity_type 2,,location 249
9381,severity_type 2,,location 249
12705,severity_type 2,1.0,location 249
13474,severity_type 2,,location 249
10705,severity_type 2,,location 249
12760,severity_type 2,0.0,location 249
13830,severity_type 2,,location 249
4896,severity_type 1,1.0,location 249
16238,severity_type 4,,location 249
9697,severity_type 1,,location 249
3345,severity_type 2,0.0,location 249
666,severity_type 1,,location 249
11409,severity_type 2,,location 249
2231,severity_type 2,,location 249
4763,severity_type 1,,location 25
13025,severity_type 2,0.0,location 250
13624,severity_type 1,,location 251
7911,severity_type 2,,location 251
6368,severity_type 2,,location 251
5061,severity_type 1,0.0,location 251
10362,severity_type 4,0.0,location 251
3721,severity_type 1,,location 251
12177,severity_type 2,1.0,location 251
931,severity_type 4,,location 251
2911,severity_type 2,,location 251
7475,severity_type 1,,location 251
13985,severity_type 2,,location 251
6915,severity_type 1,0.0,location 252
15243,severity_type 1,,location 252
15671,severity_type 2,1.0,location 252
4370,severity_type 1,1.0,location 252
1154,severity_type 1,1.0,location 252
8719,severity_type 2,0.0,location 252
12195,severity_type 4,0.0,location 252
17928,severity_type 1,1.0,location 252
9385,severity_type 2,1.0,location 252
943,severity_type 4,0.0,location 252
15822,severity_type 1,0.0,location 252
9606,severity_type 4,1.0,location 252
7724,severity_type 2,,location 253
18514,severity_type 2,,location 253
1725,severity_type 1,,location 253
7392,severity_type 2,0.0,location 253
7649,severity_type 1,0.0,location 253
7430,severity_type 2,,location 253
9494,severity_type 1,1.0,location 253
3503,severity_type 2,,location 253
497,severity_type 2,0.0,location 253
89,severity_type 4,0.0,location 253
10198,severity_type 2,0.0,location 253
3068,severity_type 1,,location 253
16001,severity_type 2,0.0,location 254
6810,severity_type 2,0.0,location 255
968,severity_type 1,0.0,location 255
718,severity_type 2,,location 255
9942,severity_type 2,0.0,location 255
13422,severity_type 2,,location 255
8660,severity_type 2,,location 255
8014,severity_type 2,,location 255
6145,severity_type 2,,location 255
5390,severity_type 2,0.0,location 255
6933,severity_type 2,,location 255
17518,severity_type 2,,location 255
8340,severity_type 2,0.0,location 255
13924,severity_type 2,,location 255
18101,severity_type 2,0.0,location 255
12632,severity_type 2,,location 255
2934,severity_type 2,,location 255
12726,severity_type 2,,location 255
3578,severity_type 2,,location 255
12820,severity_type 2,,location 255
8092,severity_type 4,0.0,location 255
432,severity_type 2,0.0,location 255
7252,severity_type 2,,location 255
5238,severity_type 2,,location 255
7587,severity_type 2,,location 255
11635,severity_type 2,0.0,location 255
6953,severity_type 2,,location 255
16969,severity_type 4,0.0,location 255
3513,severity_type 2,,location 255
17164,severity_type 2,,location 255
6908,severity_type 2,,location 255
1792,severity_type 4,0.0,location 255
6350,severity_type 1,1.0,location 255
4077,severity_type 2,0.0,location 255
5331,severity_type 2,,location 255
4003,severity_type 2,1.0,location 255
17836,severity_type 2,1.0,location 255
11228,severity_type 2,0.0,location 255
5596,severity_type 2,,location 255
6100,severity_type 2,,location 255
9465,severity_type 2,,location 255
10915,severity_type 2,0.0,location 255
14225,severity_type 4,,location 255
18259,severity_type 2,,location 255
12890,severity_type 2,,location 256
14330,severity_type 2,0.0,location 256
2671,severity_type 2,0.0,location 256
10587,severity_type 2,0.0,location 256
2901,severity_type 1,,location 257
13749,severity_type 1,,location 257
23,severity_type 2,0.0,location 257
9616,severity_type 2,0.0,location 257
11638,severity_type 4,,location 257
16358,severity_type 1,1.0,location 257
16749,severity_type 2,,location 257
7822,severity_type 2,,location 257
10299,severity_type 1,0.0,location 257
14587,severity_type 4,,location 257
17772,severity_type 1,1.0,location 257
154,severity_type 2,1.0,location 257
330,severity_type 2,,location 257
3342,severity_type 4,,location 257
14640,severity_type 1,,location 258
11490,severity_type 1,,location 258
17327,severity_type 1,1.0,location 258
4780,severity_type 2,,location 258
16888,severity_type 4,0.0,location 258
2762,severity_type 1,,location 258
17234,severity_type 2,0.0,location 259
10834,severity_type 1,,location 26
9209,severity_type 1,,location 26
13050,severity_type 4,,location 26
9634,severity_type 4,,location 26
3224,severity_type 1,,location 26
15877,severity_type 4,1.0,location 26
6518,severity_type 1,0.0,location 260
9936,severity_type 1,1.0,location 260
17281,severity_type 4,,location 260
6430,severity_type 2,,location 261
7456,severity_type 1,0.0,location 262
11084,severity_type 1,0.0,location 262
9144,severity_type 2,1.0,location 262
15235,severity_type 2,,location 262
1238,severity_type 1,,location 263
9741,severity_type 1,1.0,location 263
3443,severity_type 2,1.0,location 263
12083,severity_type 2,,location 263
16833,severity_type 1,,location 263
5354,severity_type 2,,location 264
9418,severity_type 1,1.0,location 264
6015,severity_type 1,,location 264
1575,severity_type 1,,location 264
18512,severity_type 2,,location 264
115,severity_type 2,1.0,location 264
17919,severity_type 1,1.0,location 264
1605,severity_type 1,,location 265
9698,severity_type 4,,location 265
5581,severity_type 4,,location 265
7482,severity_type 2,,location 265
10792,severity_type 1,,location 266
14161,severity_type 2,,location 266
3515,severity_type 1,0.0,location 266
10075,severity_type 4,,location 266
9816,severity_type 1,,location 266
4213,severity_type 2,,location 266
2445,severity_type 2,1.0,location 266
12410,severity_type 4,,location 266
16831,severity_type 2,0.0,location 266
8088,severity_type 2,,location 266
9948,severity_type 2,,location 266
8131,severity_type 2,,location 266
12210,severity_type 2,,location 266
1476,severity_type 4,0.0,location 266
4785,severity_type 2,1.0,location 266
16389,severity_type 4,,location 266
4234,severity_type 2,,location 266
14503,severity_type 2,,location 266
13193,severity_type 2,0.0,location 266
2682,severity_type 2,,location 266
12218,severity_type 2,0.0,location 266
1537,severity_type 2,0.0,location 266
12430,severity_type 2,0.0,location 267
9265,severity_type 1,,location 268
17367,severity_type 2,,location 268
18468,severity_type 1,,location 268
7442,severity_type 2,0.0,location 268
426,severity_type 2,,location 268
13128,severity_type 4,0.0,location 268
9427,severity_type 4,,location 268
4455,severity_type 2,,location 268
4996,severity_type 2,,location 268
6502,severity_type 4,,location 268
10225,severity_type 2,,location 268
3956,severity_type 1,1.0,location 268
7464,severity_type 2,1.0,location 268
2678,severity_type 4,,location 268
13311,severity_type 2,,location 268
16607,severity_type 2,0.0,location 268
5159,severity_type 2,0.0,location 268
13125,severity_type 2,,location 268
4726,severity_type 2,,location 268
14379,severity_type 2,,location 268
13508,severity_type 2,,location 268
9355,severity_type 4,,location 269
9712,severity_type 2,0.0,location 269
17726,severity_type 4,,location 269
16570,severity_type 4,,location 27
2004,severity_type 4,,location 27
15355,severity_type 5,1.0,location 27
7215,severity_type 2,,location 270
11392,severity_type 2,0.0,location 270
8949,severity_type 1,,location 270
3577,severity_type 2,,location 270
5132,severity_type 2,,location 270
3318,severity_type 2,0.0,location 270
10541,severity_type 2,,location 270
9814,severity_type 2,,location 270
3704,severity_type 2,1.0,location 270
15717,severity_type 2,0.0,location 270
3677,severity_type 4,,location 270
4528,severity_type 2,,location 270
15932,severity_type 2,,location 270
12024,severity_type 2,,location 270
3103,severity_type 2,,location 270
10153,severity_type 2,0.0,location 270
7887,severity_type 2,,location 270
4483,severity_type 2,0.0,location 270
5151,severity_type 2,,location 270
1648,severity_type 2,,location 270
11924,severity_type 2,0.0,location 270
4297,severity_type 2,0.0,location 270
8421,severity_type 2,0.0,location 270
13061,severity_type 2,,location 270
13980,severity_type 4,,location 270
8073,severity_type 2,,location 270
3301,severity_type 2,,location 270
5546,severity_type 4,0.0,location 270
5778,severity_type 4,,location 270
3627,severity_type 2,,location 270
17808,severity_type 2,,location 270
17147,severity_type 2,,location 270
12973,severity_type 2,0.0,location 270
18235,severity_type 2,,location 270
6245,severity_type 2,,location 270
230,severity_type 2,,location 270
8609,severity_type 2,1.0,location 270
15774,severity_type 2,,location 270
12455,severity_type 2,,location 270
1433,severity_type 2,0.0,location 270
10673,severity_type 2,,location 270
15038,severity_type 4,,location 270
9069,severity_type 4,,location 270
17355,severity_type 2,,location 270
14054,severity_type 2,,location 270
17604,severity_type 2,,location 270
17186,severity_type 2,,location 270
13418,severity_type 4,,location 270
1949,severity_type 2,,location 270
13933,severity_type 2,0.0,location 270
5729,severity_type 4,0.0,location 270
2776,severity_type 4,,location 270
1214,severity_type 2,1.0,location 270
3773,severity_type 2,,location 270
15269,severity_type 2,,location 270
15286,severity_type 2,,location 270
8172,severity_type 4,,location 270
918,severity_type 2,0.0,location 271
12492,severity_type 2,,location 271
2319,severity_type 1,0.0,location 272
13114,severity_type 2,,location 272
3662,severity_type 2,0.0,location 272
14176,severity_type 1,1.0,location 272
12491,severity_type 1,,location 272
14742,severity_type 4,,location 272
9282,severity_type 2,,location 272
1577,severity_type 1,1.0,location 272
1524,severity_type 2,,location 272
5189,severity_type 4,,location 272
11511,severity_type 4,,location 272
745,severity_type 2,1.0,location 272
